"album"|"alt_genre"
"THE IRONHEARTED FLAG Vol. 2: REFORMATION SIDE"|"Power Metal"
"PHOENIX RISING"|"Power Metal"
"Advance To The Fall"|"Power Metal"
"Ultimate Sacrifice"|"Power Metal"
"Save Me from Myself"|"Power Metal"
"Heavy Metal Bulldozer"|"Speed Metal"
"Heavy Metal Chainsaw"|"Speed Metal"
"Heavy Metal Drill"|"Speed Metal"
"Every Nerve Alive"|"Thrash Metal"
"I Infidel"|"Thrash Metal"
"The Highest Law"|"Thrash Metal"
"Scorn Defeat (Special Edition)"|"Avant-garde Metal"
"Graveward"|"Avant-garde Metal"
"Hangman's Hymn"|"Avant-garde Metal"
"Imaginary Sonicscape"|"Avant-garde Metal"
"Infidel Art"|"Avant-garde Metal"
"Scenario IV: Dread Dreams"|"Avant-garde Metal"
"In Somniphobia"|"Avant-garde Metal"
"Scenes From Hell"|"Avant-garde Metal"
"Gallows Gallery"|"Avant-garde Metal"
"Horror/Terror"|"Death Metal"
"Angry Raw Grinder"|"Death Metal"
"Holy Grail"|"Neoclassical Power Metal"
"JUBILEE"|"Neoclassical Power Metal"
"Noble"|"Neoclassical Power Metal"
"Lyrical Sympathy"|"Neoclassical Power Metal"
"Carheart"|"Thrash Metal"
"Investigator"|"Thrash Metal"
"Memento Collider"|"Thrash Metal"
"The Black Flux"|"Thrash Metal"
"The Agent That Shapes the Desert"|"Thrash Metal"
"Watching from a Distance"|"Power Metal"
"The Strength to Dream"|"Power Metal"
"Jealousy"|"Progressive"
"Art of Life -3rd Movement-"|"Progressive"
"Dahlia"|"Progressive"
"Blue Blood"|"Progressive"
"Summoning the Bygones"|"Death Metal"
"Sudden Death Syndrome"|"Death Metal"
"Mirrors of Disgrace - EP"|"Death Metal"
"Silv‰r Horizon"|"Metalcore"
"Icaros"|"Metalcore"
"Fejfa helyett"|"Power Metal"
"Körhinta"|"Power Metal"
"Se nap se hold"|"Power Metal"
"Spiders (Demo Version)"|"Power Metal"
"Tiszt¡t¢t?ñz"|"Power Metal"
"Ugass Kutya!"|"Power Metal"
"Kegyetlen ?vek"|"Power Metal"
"The Return of the Witch"|"Death Metal"
"Advent of the Human God"|"Death Metal"
"Pharaoh of Gods"|"Death Metal"
"Rise of the Elder Ones"|"Death Metal"
"Frailty"|"Death Metal"
"Lost Lifeless Lights"|"Death Metal"
"Northwind"|"Doom Metal"
"Latviesu Strelnieki (Latvian Riflemen)"|"Folk Black Metal"
"Semigalls' Warchant"|"Folk Black Metal"
"Kurbads"|"Folk Black Metal"
"Damnatio Memoriae"|"Death Metal"
"Ashes of the Reborn"|"Power Metal"
"Imbalance"|"Thrash"
"Into the Light"|"Thrash"
"As Jusu Prakeikimas"|"Black Metal"
"Atiduokit Mirusius"|"Black Metal"
"Sauksmas Lapkricio Miglose"|"Black Metal"
"Tukstantmetis"|"Black Metal  - Pagan"
"Sullen Guest"|"Doom Metal"
"Democadencia"|"Death Metal"
"Internal Womb Cannibalism"|"Speed Metal"
"Anno Domini"|"Thrash Metal"
"Symmetry of Our Plagued Existence"|"Death Metal"
"Ad Interitum Funebrarum"|"Doom Metal"
"Xibalba"|"Death Metal"
"Raza Odiada"|"Grindcore"
"Pocho Aztlan"|"Grindcore"
"Brujerizmo"|"Grindcore"
"Matando Gueros"|"Grindcore"
"Knights of Cydonia"|"Metalcore"
"T-Bone Guarnerius"|"Speed Metal"
"Katun"|"Black Metal"
"Metztli Obscura"|"Black Metal"
"Venganza"|"Black Metal"
"Darkness Beyond"|"Black Metal"
"Beyond the Unknown"|"Thrash Metal"
"Nightwing"|"Thrash"
"Rom 5:12"|"Thrash"
"Panzer Division Marduk"|"Thrash"
"Dark Endless"|"Thrash"
"Wormwood"|"Thrash"
"Heaven Shall Burn...When We Are Gathered"|"Thrash"
"Opus Nocturne"|"Thrash"
"World Funeral"|"Thrash"
"Those of the Unlight"|"Thrash"
"Frontschwein"|"Thrash"
"Serpent Sermon"|"Thrash"
"La Grande Danse Macabre"|"Thrash"
"Plague Angel"|"Thrash"
"Viktoria"|"Thrash"
"Messenger of the Gods"|"Black Metal"
"Infierno En El Coraz¢n"|"Dark"
"Padre Santo"|"Dark"
"Necromusa"|"Dark"
"The Throne of Armageddon"|"Grindcore"
"Temple de Acero"|"Death Metal"
"Muerto en la Cruz"|"Death Metal"
"Dantes Inferno"|"Death Metal"
"Lo Podrido, Corona la Inmensidad"|"Death Metal"
"Cl sicos"|"Death Metal"
"Tristeza de Lucifer"|"Death Metal"
"Progresi¢n Neur¢tica"|"Death Metal"
"20 AÓos Ondeando la Bandera del Metal"|"Death Metal"
"Debajo de los Cielos P£rpura en TV"|"Death Metal"
"El Despertar de la Adversidad"|"Death Metal"
"El Amor Supremo"|"Death Metal"
"M‚xico B rbaro"|"Death Metal"
"El Infierno de Dante"|"Death Metal"
"Decadencia en la Modernidad (Remezclado y Remasterizado)"|"Death Metal"
"Desear un Funeral"|"Death Metal"
"Sepelio en el Mar"|"Death Metal"
"Zona Muerta"|"Death Metal"
"Las Alas del Emperador"|"Death Metal"
"Lanre"|"Power Metal"
"Godslayer"|"Power Metal"
"Night Thoughts"|"Melodic Death Metal"
"The Cliff of Suicide"|"Melodic Death Metal"
"Habitat"|"Black Metal"
"Heer"|"Black Metal"
"Fate of a Dreamer (Expanded Edition)"|"Progressive Rock"
"Death...the Brutal Way"|"Doom Metal"
"Incoming Death"|"Doom Metal"
"The Rack (Reissue)"|"Doom Metal"
"On the Wings of Inferno"|"Doom Metal"
"Crush the Cenotaph - EP"|"Doom Metal"
"God Cries"|"Doom Metal"
"Deathhammer"|"Doom Metal"
"Last One On Earth"|"Doom Metal"
"Embrace the Death"|"Doom Metal"
"Asphyx"|"Doom Metal"
"The Theory of Everything"|"Rock"
"The Human Equation"|"Rock"
"Actual Fantasy Revisited"|"Rock"
"Transitus"|"Rock"
"The Final Experiment (Special Edition)"|"Rock"
"The Source"|"Rock"
"1011001"|"Rock"
"Into the Electric Castle"|"Rock"
"Towards the Diabolical Experiment"|"Doom Metal"
"Dodekathlon"|"Death Metal"
"In Love With the End"|"Hardcore"
"Immortality (20th Anniversary Edition) - EP"|"Hardcore"
"Survival"|"Hardcore"
"Sands of Time"|"Hardcore"
"War"|"Hardcore"
"Reclaiming the Crown"|"Hardcore"
"Bludgeon"|"Doom Metal"
"Songs from the Second Floor - EP"|"Death Metal"
"Forever Scarlet Passion (2020)"|"Death Metal"
"Lunchbox Dialogues"|"Death Metal"
"Chrome"|"Death Metal"
"Deinonychus"|"Black Metal"
"Warfare Machines"|"Black Metal"
"Moonbathers (Deluxe Edition)"|"Symphonic Metal"
"Lunar Prelude"|"Symphonic Metal"
"We Are the Others"|"Symphonic Metal"
"The Human Contradiction (Deluxe Edition)"|"Symphonic Metal"
"April Rain"|"Symphonic Metal"
"Hunter's Moon"|"Symphonic Metal"
"Apocalypse & Chill"|"Symphonic Metal"
"Lucidity"|"Symphonic Metal"
"Virus of Violence"|"Grindcore"
"Dodecahedron"|"Avant-garde"
"Kwintessens"|"Avant-garde"
"On This Perfect Day"|"Metal"
"Batavi"|"Viking Metal"
"Vuur van Verzet"|"Viking Metal"
"Walhalla Wacht"|"Viking Metal"
"Uit Oude Grond"|"Viking Metal"
"De Strijdlust Is Geboren"|"Viking Metal"
"Velua"|"Viking Metal"
"Chimera"|"Black Metal"
"Congress of the Insane"|"Death Metal"
"The Ferryman's End"|"Death Metal"
"Code of Consequences"|"Death Metal"
"Malevolent Rapture - In Memory of..."|"Thrash Metal"
"Feel the Blade"|"Thrash Metal"
"Cult of the Dead"|"Thrash Metal"
"Ravenous Plague"|"Thrash Metal"
"Descent Into Chaos"|"Thrash Metal"
"Sons of the Jackal"|"Thrash Metal"
"Gnosis"|"Doom Metal"
"The Amanuensis"|"Doom Metal"
"Phronesis"|"Doom Metal"
"Face of Despair"|"Speed Metal"
"Out of the Darkness"|"Speed Metal"
"An Absence of Faith"|"Speed Metal"
"Every Dog Has Its Day"|"Speed Metal"
"Mayhemic Destruction"|"Speed Metal"
"Psycho One Hundred"|"Grindcore"
"Incomplete"|"Grindcore"
"Uprise"|"Gothic Rock"
"In Control"|"Gothic Rock"
"Mana"|"Gothic Rock"
"The Quiet Resistance"|"Gothic Rock"
"Mountains of Depressiveness (Bonus Track)"|"Doom Metal"
"Mors Viri"|"Doom Metal"
"Ne Vivam"|"Doom Metal"
"By Time Alone"|"Gothic Metal"
"Inside"|"Gothic Metal"
"Driven"|"Gothic Metal"
"Druid"|"Gothic Metal"
"Oblivion"|"Gothic Metal"
"Preach Eternal Gospels and Devoted to God"|"Doom Metal"
"Preach Eternal Gospels"|"Doom Metal"
"Immense Suspense Intense / Skycontact"|"Doom Metal"
"The Solipsist"|"Metalcore"
"Revelations in Obscurity - EP"|"Metalcore"
"Eternitas"|"Gothic Metal"
"This Was Always Meant to Fall Apart"|"Hard Rock"
"Cult Classic"|"Hard Rock"
"Something to Lust About - EP"|"Hard Rock"
"Urban Decay"|"Death Metal"
"Transience"|"Melodic Death Metal"
"Emergence"|"Melodic Death Metal"
"Where Wandering Shadows and Mists Collide"|"Viking Metal"
"The War That Plagues the Lands"|"Viking Metal"
"A Forlorn Throne"|"Viking Metal"
"Falconry"|"Viking Metal"
"At the Dawn of War"|"Viking Metal"
"The Suffocating Darkness"|"Black"
"Earthless Pagan Spirit"|"Black"
"The Dying Light"|"Metalcore"
"Victims of the Modern Age"|"Rock"
"Live On Earth"|"Rock"
"Space Metal"|"Rock"
"The Flame Within"|"Symphonic Gothic Metal"
"A War of our Own"|"Symphonic Gothic Metal"
"Live in the Real World (Live)"|"Symphonic Gothic Metal"
"Darker Days"|"Symphonic Gothic Metal"
"Embrace the Storm"|"Symphonic Gothic Metal"
"Burden of Grief"|"Death Metal"
"Lacrima Mortis"|"Death Metal"
"Disclosure"|"Doom Metal"
"Far from Home"|"Doom Metal"
"Almost a Dance"|"Doom Metal"
"Afterwords"|"Doom Metal"
"Nighttime Birds"|"Doom Metal"
"Always..."|"Doom Metal"
"Adrenaline"|"Doom Metal"
"The West Pole"|"Doom Metal"
"Black Light District - EP"|"Doom Metal"
"Mandylion"|"Doom Metal"
"Strange Machines"|"Doom Metal"
"How to Measure a Planet?"|"Doom Metal"
"Souvenirs"|"Doom Metal"
"Sleepy Buildings (A Semi-Acoustic Evening) [Live]"|"Doom Metal"
"The Diary"|"Progressive Rock"
"The White Crematorium"|"Atmospheric Death Metal with Electronic influences"
"The White Crematorium"|"Atmospheric Death Metal with Electronic influences"
"Versus ƒ?? It Will Burn Us Without Leaving Ash"|"Atmospheric Death Metal with Electronic influences"
"Trivmvirate"|"Atmospheric Death Metal with Electronic influences"
"Tetragrammaton (Deluxe Edition)"|"Atmospheric Death Metal with Electronic influences"
"The Art of Grief"|"Gothic Metal"
"Jumpers"|"Metalcore"
"Justice Is..."|"Metalcore"
"The Code of Life"|"Heavy Metal"
"Shades of Sorrow"|"Doom Metal"
"Like a Dream of Never-Ending Beauty... Love Never Dies"|"Doom Metal"
"Lost As One"|"Doom Metal"
"Resist (Deluxe)"|"Alternative Rock"
"The Heart of Everything"|"Alternative Rock"
"The Unforgiving"|"Alternative Rock"
"Enter / The Dance"|"Alternative Rock"
"Mother Earth"|"Alternative Rock"
"Hydra (Special Edition)"|"Alternative Rock"
"Paradise (What About Us?) - EP"|"Alternative Rock"
"Breed the Pain"|"Thrash Metal"
"Hate Made Me"|"Thrash Metal"
"Season for Assault"|"Thrash Metal"
"Sect of Swords"|"Death Metal"
"War of All Against All"|"Death Metal"
"Decimator"|"Death Metal"
"Doom Cult"|"Death Metal"
"Gesundrian"|"Death Metal"
"Trading Souls"|"Viking Metal"
"The Raven Ride"|"Viking Metal"
"Hypnotica"|"Viking Metal"
"The King Is Coming"|"Hardcore"
"Unbreakable"|"Hardcore"
"Behind Enemy Lines"|"Hardcore"
"The Urgency"|"Hardcore"
"Love Is The New Hate"|"Thrash Metal"
"Pacifier"|"Thrash Metal"
"The General Electric (Remastered)"|"Thrash Metal"
"Churn"|"Thrash Metal"
"Shihad (Remastered)"|"Thrash Metal"
"Beautiful Machine"|"Thrash Metal"
"Ignite"|"Thrash Metal"
"Arv"|"Folk Metal"
"Hin Vordende Sod & S›"|"Folk Metal"
"The Deity of Perversion"|"Death Metal"
"A Winter's Tale"|"Death Metal"
"Trapped Within the Words"|"Gothic Metal"
"Nightmare Diaries"|"Gothic Metal"
"The Forsaken"|"Doom Metal"
"The Return of the Black Death"|"Doom Metal"
"Omen"|"Doom Metal"
"Det Tapte Liv - EP"|"Doom Metal"
"Martyrium"|"Doom Metal"
"For the Sake of Mankind"|"Power Metal"
"Another Return to Church Hill"|"Power Metal"
"Helgards Fall"|"Viking"
"The Veil of Serenity"|"Metalcore"
"The Fall of Therenia"|"Metalcore"
"Terrestrials"|"Progressive Metal"
"Contentum"|"Progressive Metal"
"Binocular"|"Progressive Metal"
"Orgasm"|"Progressive Metal"
"Hades Rise"|"Thrash Metal"
"The Merciless"|"Thrash Metal"
"Deep Tracts of Hell"|"Thrash Metal"
"Dreams Like Deserts"|"Thrash Metal"
"Black Thrash Attack"|"Thrash Metal"
"Out to Die"|"Thrash Metal"
"Monument Bineothan"|"Metalcore"
"Alleviat"|"Metalcore"
"Possession"|"Metalcore"
"Nine Worlds"|"Black Metal"
"Frysh"|"Doom Metal"
"Revelry"|"Doom Metal"
"In Reverie"|"Doom Metal"
"Crawl to Exceed"|"Gothic"
"Instigator"|"Gothic"
"Wizard's Spell"|"Thrash Metal"
"Under the Reign of Terror"|"Death Metal"
"In the Shadow of Your Black Wings"|"Death Metal"
"URD (Deluxe Edition)"|"Folk Metal"
"Origin"|"Folk Metal"
"True North"|"Folk Metal"
"Quintessence"|"Folk Metal"
"Epic"|"Folk Metal"
"The Archaic Course"|"Folk Metal"
"Winter Thrice"|"Folk Metal"
"Universal"|"Folk Metal"
"The Olden Domain"|"Folk Metal"
"Empiricism"|"Folk Metal"
"Aske"|"Ambient"
"Filosofem"|"Ambient"
"Hvis Lyset Tar Oss"|"Ambient"
"Fallen"|"Ambient"
"Belus"|"Ambient"
"Umskiptar"|"Ambient"
"Det Som Engang Var"|"Ambient"
"Of Death"|"Thrash Metal"
"Discipline"|"Thrash"
"Majestic Nothingness"|"Death Metal"
"Mirrored Hate Painting"|"Death Metal"
"Dreaded Chaotic Reign"|"Death Metal"
"Booze, Broads & Beelzebub"|"Hard Rock"
"3rd Round Knockout"|"Hard Rock"
"Infernal Rock Eternal"|"Hard Rock"
"Waves of Visual Decay"|"Power Metal"
"Payment of Existence"|"Power Metal"
"Conspiracy in Mind"|"Power Metal"
"Where Echoes Gather"|"Power Metal"
"The Bottom Deep"|"Power Metal"
"My Dark Symphony - EP"|"Power Metal"
"Evil Knows Evil"|"Death Metal"
"The Ogress"|"Death Metal"
"Evil Messiah - EP"|"Death Metal"
"Project Regeneration"|"Death Metal"
"Sinister Scenario"|"Death Metal"
"Give Us the Power to Do Your Evil"|"Death Metal"
"A Umbra Omega"|"Black"
"666 International"|"Black"
"Monumental Possession (Anniversary Edition)"|"Black"
"Kronet Til Konge"|"Black"
"Supervillain Outcast"|"Black"
"Dalit Hymn"|"Death Metal"
"Descent"|"Death Metal"
"Old Star"|"Heavy"
"Arctic Thunder"|"Heavy"
"Dark Thrones & Black Flags"|"Heavy"
"Panzerfaust"|"Heavy"
"Too Old Too Cold - EP"|"Heavy"
"Eon/Thulcandra"|"Heavy"
"Hate Them"|"Heavy"
"F.O.A.D"|"Heavy"
"Under A Funeral Moon"|"Heavy"
"Sardonic Wrath"|"Heavy"
"A Blaze In the Northern Sky"|"Heavy"
"The Underground Resistance"|"Heavy"
"Total Death"|"Heavy"
"Goatlord"|"Heavy"
"Transilvanian Hunger"|"Heavy"
"The Cult Is Alive"|"Heavy"
"Circle The Wagons"|"Heavy"
"Soulside Journey"|"Heavy"
"Ravishing Grimness"|"Heavy"
"Sacrifice - EP"|"Black Metal"
"First Strike for Spiritual Renewance"|"Black Metal"
"March of the Norse"|"Black Metal"
"The Perdition - EP"|"Gothic Metal"
"Traces O' Red"|"Gothic Metal"
"Mere Contemplations"|"Gothic Metal"
"Megalomania"|"Gothic Metal"
"I Am Silence"|"Doom"
"Darkland"|"Doom"
"Mesmerized"|"Thrash Metal"
"Undeceived"|"Thrash Metal"
"Burial"|"Thrash Metal"
"The Blueprint Dives"|"Thrash Metal"
"Paralysis - EP"|"Thrash Metal"
"Synergy"|"Thrash Metal"
"Exalt You, Extol You"|"Thrash Metal"
"The Dark Passenger"|"Black Metal"
"Necromanzee Cogent"|"Doom Metal"
"Reaper Subconscious Guide"|"Doom Metal"
"Baphomet Wade"|"Doom Metal"
"UTD"|"Doom Metal"
"De Gjenlevende"|"Folk Metal"
"Til Alle Heimsens Endar"|"Folk Metal"
"Evige Asatro / Til Dovre Faller"|"Folk Metal"
"Evige Asatro / Til Dovre Faller"|"Folk Metal"
"Landkjenning"|"Folk Metal"
"The Acoustic Verses"|"Progressive Metal"
"Light of Day, Day of Darkness"|"Progressive Metal"
"The Quiet Offspring"|"Progressive Metal"
"A Blessing in Disguise"|"Progressive Metal"
"Ghouls of Grandeur"|"Thrash"
"10 Steps to Hell"|"Thrash"
"Grimen"|"Rock"
"Cobra Verde"|"Brutal Death Metal"
"Adveniens"|"Brutal Death Metal"
"Obeisance Rising"|"Brutal Death Metal"
"Between Two Worlds"|"Black Metal"
"Omnio"|"Experimental"
"Let There Be More Light"|"Experimental"
"Three Times Seven on a Pilgrimage"|"Experimental"
"Epitaph"|"Experimental"
"The Sun I Carried Alone"|"Thrash Metal"
"Shades of Misery"|"Thrash Metal"
"Innh›stinga"|"Thrash Metal"
"Nedom Og Nord"|"Thrash Metal"
"Starfire"|"Progressive Rock"
"The Duke"|"Progressive Rock"
"Life on Death Road"|"Progressive Rock"
"Worldchanger"|"Progressive Rock"
"Lonely Are the Brave"|"Progressive Rock"
"Out to Every Nation (Re-Recorded)"|"Progressive Rock"
"Bring Heavy Rock to the Land"|"Progressive Rock"
"Spirit Black"|"Progressive Rock"
"Dio"|"Progressive Rock"
"Traveller"|"Progressive Rock"
"Dracula: Swing of Death"|"Heavy Metal"
"Agnen"|"Death Metal"
"Reptilian"|"Death Metal"
"Reclaim"|"Death Metal"
"Kolossus"|"Death Metal"
"Epistemology"|"Death Metal"
"Armada"|"Death Metal"
"Solace"|"Depressive Rock"
"The Kiss - The Hope"|"Depressive Rock"
"Det Vilde Kor"|"Rock"
"Troll"|"Rock"
"Eight Ways"|"Progressive Metal"
"Misty Sleep"|"Progressive Metal"
"Mercury (20th Anniversary Edition)"|"Progressive Metal"
"Desiderata"|"Progressive Metal"
"Deadlands"|"Progressive Metal"
"All Flesh Is Grass"|"Progressive Metal"
"Ad Nauseam"|"Doom Metal"
"In Absentia Christi"|"Doom Metal"
"F›dt Til Ó Herske"|"Darkwave"
"Perfectly Defect"|"Darkwave"
"The Great Deceiver"|"Darkwave"
"The Smell of Rain"|"Darkwave"
"The Grudge"|"Darkwave"
"The Stargate"|"Darkwave"
"Introspection"|"Symphonic Metal"
"In Spheres Without Time"|"Symphonic Metal"
"Trollskau, Skr›mt og K›labrenning"|"Viking Metal"
"Sjuguttmyra - EP"|"Viking Metal"
"Deathmachine"|"Brutal Death Metal"
"Superior Massacre"|"Brutal Death Metal"
"Skiftninger"|"Neofolk"
"Sorrow Infinite and Darkness"|"Death Metal"
"Wolf-Father - EP"|"Death Metal"
"Aggressor"|"Black Metal"
"Napalm Nights"|"Black Metal"
"Fields of Rot"|"Black Metal"
"Witchcraft"|"Symphonic Black Metal"
"React"|"Thrash Metal"
"Celestial Entrance"|"Power Metal"
"Enigmatic: Calling"|"Power Metal"
"God's Equation"|"Power Metal"
"Heavenly Ecstasy"|"Power Metal"
"Infinity Divine (Rerelease 2004)"|"Power Metal"
"Strangling From Within"|"Avant-garde Rock"
"The Moribund People - Single"|"Avant-garde Rock"
"Amor Fati"|"Avant-garde Rock"
"Bag of Tricks"|"Progressive Power Metal"
"Ocean of Opportunity"|"Progressive Power Metal"
"Adversus"|"Symphonic Black Metal"
"Hybreed"|"Electronic Metal"
"Internal Punishment Programs"|"Electronic Metal"
"Cold Dark Matter"|"Electronic Metal"
"Sick Transit Gloria Mundi"|"Electronic Metal"
"A Greater Darkness"|"Electronic Metal"
"Ein"|"Rock"
"Aruagint"|"Thrash Metal"
"Vorunah"|"Thrash Metal"
"Strange to Numbers"|"Thrash"
"The Seventh Life Path"|"Gothic Metal"
"Dim Days of Dolor"|"Gothic Metal"
"An Elixir For Existence"|"Gothic Metal"
"The Enigma of Life"|"Gothic Metal"
"Arcane Astral Aeons"|"Gothic Metal"
"Nine Destinies and a Downfall"|"Gothic Metal"
"At Sixes And Sevens"|"Gothic Metal"
"Perils of the Deep Blue"|"Gothic Metal"
"The 13th Floor"|"Gothic Metal"
"Amfetamin"|"Doom Metal"
"Skandinavisk Misantropi"|"Doom Metal"
"The Linear Scaffold"|"Avant-garde"
"Neonism"|"Avant-garde"
"Pills Against the Ageless Ills"|"Avant-garde"
"Vikingtid og Anarki"|"Black Metal"
"Manifesto Futurista"|"Thrash Metal"
"Cursed Madness"|"Death Metal"
"Thorns in Existence"|"Death Metal"
"Omens of Doom"|"Death Metal"
"Vindication"|"Thrash Metal"
"Cut from Stone"|"Thrash Metal"
"The Lyricist"|"Thrash Metal"
"Attitude"|"Thrash Metal"
"Predominance"|"Thrash Metal"
"Unlimited"|"Thrash Metal"
"The True Legend"|"Doom Metal"
"Black Testament"|"Doom Metal"
"Destruction of Man"|"Doom Metal"
"Requiem"|"Doom Metal"
"Wrath Upon the Earth"|"Doom Metal"
"In Death"|"Doom Metal"
"A Dark Burial"|"Doom Metal"
"From Below"|"Death Metal"
"Amends"|"Death Metal"
"Perpetual Desolation"|"Doom Metal"
"Lake Of Sorrow"|"Doom Metal"
"Storm"|"Doom"
"A‚gis"|"Doom"
"Assembly (Remastered)"|"Doom"
"Velvet Darkness They Fear"|"Doom"
"Musique (Remastered)"|"Doom"
"Forever Is the World"|"Doom"
"Crown of Thorns"|"Industrial Metal"
"All Alone"|"Doom Metal"
"A New Dimension of Might"|"Black Metal"
"Profoundemonium"|"Black Metal"
"Free Fall Into Fear"|"Black Metal"
"Oscillation"|"Black Metal"
"Existentia"|"Black Metal"
"Bloodstained Endurance"|"Black Metal"
"The Road Less Travelled"|"Progressive Metal"
"Onwards"|"Progressive Metal"
"The Heart of the Matter"|"Progressive Metal"
"Darkest White"|"Gothic Metal"
"Beyond the Veil"|"Gothic Metal"
"World of Glass"|"Gothic Metal"
"Widow's Weeds"|"Gothic Metal"
"Illumination"|"Gothic Metal"
"Rubicon"|"Gothic Metal"
"For Blood, Honour and Soil"|"Pagan"
"Where Light Touches None"|"Pagan"
"Shadows of Leng"|"Thrash Metal"
"Perdition City"|"Folk Metal"
"The Assassination of Julius Caesar"|"Folk Metal"
"A Quick Fix of Melancholy EP"|"Folk Metal"
"Shadows of the Sun"|"Folk Metal"
"Wars of the Roses"|"Folk Metal"
"Kveldssanger"|"Folk Metal"
"Blood Inside"|"Folk Metal"
"Atgclvlsscap"|"Folk Metal"
"NonAnthropogenic"|"Death Metal with Electronic Influences"
"SoulSaviour"|"Death Metal with Electronic Influences"
"Written in Waters"|"Black Metal"
"Those Who Caress the Pale"|"Black Metal"
"Goat Carcass Rising"|"Thrash Metal"
"Selvmord"|"Darkwave"
"The Dark River"|"Darkwave"
"The Green Eyed Demon"|"Darkwave"
"The Malefactor's Bloody Register"|"Progressive Metal"
"Stranger Times"|"Progressive Metal"
"The Tower"|"Progressive Metal"
"The Dystopia Journals"|"Progressive Metal"
"Profane Prayer"|"Thrash Metal"
"Total Blasphemy"|"Thrash Metal"
"Runaljod ƒ?? Yggdrasil"|"Ambient"
"Runaljod ƒ?? gap var Ginnunga"|"Ambient"
"Runaljod Ragnarok"|"Ambient"
"Likferd"|"Folk"
"Arntor"|"Folk"
"1184"|"Folk"
"Soknardalr"|"Folk"
"World Ov Worms"|"Black Metal"
"Disintegrate"|"Black Metal"
"Aeon"|"Black Metal"
"Desi"|"Thrash Metal"
"Sign of Truth"|"Death"
"Anima Mundi"|"Death"
"Demoniac Flagellations"|"Death"
"Depravation"|"Death"
"Sinful Birth"|"Death Metal"
"Forbidden World"|"Death Metal"
"Kingdom of Glacial Palaces"|"Death Metal"
"Horseback Battle Hammer"|"Doom Metal"
"Blood Eagle"|"Doom Metal"
"Revengeance"|"Doom Metal"
"Monnos"|"Doom Metal"
"Wars Fought With the Heron-Marked Blade"|"Progressive"
"Vulgar Necrolatry"|"Brutal Death Metal"
"In Abhorrence Dementia"|"Brutal Death Metal"
"Those Who Have Risen"|"Black Metal"
"Kult Des Hasses"|"Black Metal"
"The Final Conflict: Last Days of God"|"Black Metal"
"High Proof Cosmic Milk"|"Crossover"
"Amazing Atomic Activity"|"Crossover"
"Infernal Connection"|"Crossover"
"Dirty Money, Dirty Tricks"|"Crossover"
"Verses of Steel"|"Crossover"
"Are You a Rebel?"|"Crossover"
"Acidofilia"|"Crossover"
"Agonizing Journey Through the Burning Universe and Transcendental Ritual of Transfiguration"|"Black Metal"
